,totPop_x,observed_Bladder_Per100k,observed_Bone_Per100k,observed_Brain_Per100k,observed_Breast_Per100k,observed_Colorectal_Per100k,observed_Esophagus_Per100k,observed_Kidney_Per100k,observed_Larynx_Per100k,observed_Leukemia_Per100k,observed_Liver_Per100k,observed_Lung_Per100k,observed_Mesothelioma_Per100k,observed_NHL_Per100k,observed_Nasal_Per100k,observed_Oral_Per100k,observed_Other_Per100k,observed_Ovary_Per100k,observed_Pancreas_Per100k,observed_Prostate_Per100k,observed_Soft_Tissue_Per100k,observed_Stomach_Per100k,observed_Testis_Per100k,observed_Thyroid_Per100k,observed_Uterus_Per100k,observed_Total_Per100k,n_5_1_fugitive_air,n_5_2_stack_air,airTotal,n_5_1_fugitive_air_benzene,n_5_2_stack_air_benzene,benzeneTotal,n_5_1_fugitive_air_toluene,n_5_2_stack_air_toluene,tolueneTotal,n_5_1_fugitive_air_ethylbenzene,n_5_2_stack_air_ethylbenzene,ethylbenzeneTotal,n_5_1_fugitive_air_xylene,n_5_2_stack_air_xylene,xyleneTotal,n_5_1_fugitive_air_formaldehyde,n_5_2_stack_air_formaldehyde,formaldehydeTotal,BTEX_fugitive,BTEX_stack,BTEX_total,n_5_1_fugitive_air_dioxin,n_5_2_stack_air_dioxin,dioxinTotal,pctSmoking,totPop_y,pctMale,pctElderly,income,higherEd,unemploy,FIPS,POP,POINT CANCER RISK,NONPOINT CANCER RISK,ONROAD CANCER RISK,NONROAD CANCER RISK,BACKGROUND CANCER RISK,SECONDARY CANCER RISK,TOTAL CANCER RISK,Z_1_1_2_2_TETRACHLOROETHANE,Z_1_1_2_TRICHLOROETHANE,Z_1_2_3_4_5_6_HEXACHLOROCYCLYHEXANE _ALL STEREO ISOMERS_,Z_1_2_DIBROMO_3_CHLOROPROPANE,Z_1_3_BUTADIENE,Z_1_3_DICHLOROPROPENE,Z_1_3_PROPANE SULTONE,Z_1_4_DICHLOROBENZENE,Z_1_4_DIOXANE,Z_2_4_6_TRICHLOROPHENOL,Z_2_4_DINITROTOLUENE,Z_2_4_TOLUENE DIAMINE,Z_2_4_TOLUENE DIISOCYANATE,Z_2_NITROPROPANE,Z_3_3_DICHLOROBENZIDINE,Z_3_3_DIMETHOXYBENZIDINE,Z_3_3_DIMETHYLBENZIDINE,Z_4_4_METHYLENE BIS_2_CHLOROANILINE_,Z_4_4_METHYLENEDIANILINE,Z_4_DIMETHYLAMINOAZOBENZENE,ACETALDEHYDE,ACETAMIDE,ACRYLAMIDE,ACRYLONITRILE,ALLYL CHLORIDE,ANILINE,ARSENIC COMPOUNDS_INORGANIC INCLUDING ARSINE_,BENZENE _INCLUDING BENZENE FROM GASOLINE_,BENZIDINE,BENZOTRICHLORIDE,BENZYL CHLORIDE,BERYLLIUM COMPOUNDS,BIS_2_ETHYLHEXYL_PHTHALATE _DEHP_,BIS_CHLOROMETHYL_ ETHER,BROMOFORM,CADMIUM COMPOUNDS,CAPTAN,CARBON TETRACHLORIDE,CHLORDANE,CHLOROBENZILATE,CHROMIUM COMPOUNDS,COKE OVEN EMISSIONS,CYANIDE COMPOUNDS,DDE _1_1_DICHLORO_2_2_BIS_P_  CHLOROPHENYL_ ETHYLENE_,DICHLOROETHYL ETHER _BIS_2_CHLOROETHYL_ETHER_,DICHLORVOS,EPICHLOROHYDRIN,ETHYL CARBAMATE _URETHANE_ CHLORIDE _CHLOROETHANE_,ETHYLBENZENE,ETHYLENE DIBROMIDE _DIBROMOETHANE_,ETHYLENE DICHLORIDE _1_2_DICHLOROETHANE_,ETHYLENE OXIDE,ETHYLENE THIOUREA,ETHYLIDENE DICHLORIDE _1_1_DICHLOROETHANE_,FORMALDEHYDE,HEPTACHLOR,HEXACHLOROBENZENE,HEXACHLOROBUTADIENE,HEXACHLOROETHANE,HYDRAZINE,ISOPHORONE,METHYL TERT_BUTYL ETHER,METHYLENE CHLORIDE _DICHLOROMETHANE_,N_NITROSODIMETHYLAMINE,N_NITROSOMORPHOLINE,NAPHTHALENE,NICKEL COMPOUNDS,NITROBENZENE,O_TOLUIDINE,PAHPOM,PENTACHLORONITROBENZENE _QUINTOBENZENE_,PENTACHLOROPHENOL,POLYCHLORINATED BIPHENYLS _AROCLORS_,PROPYLENE DICHLORIDE _1_2_DICHLOROPROPANE_,PROPYLENE OXIDE,TETRACHLOROETHYLENE _PERCHLOROETHYLENE_,TOXAPHENE _CHLORINATED CAMPHENE_,TRICHLOROETHYLENE,TRIFLURALIN,VINYL BROMIDE,VINYL CHLORIDE
benzeneTotal,-0.00581860101627,0.0172514147498,-0.0103652511673,0.0463062734351,0.00583900182961,0.0174232346602,0.00915780409823,0.00116045081796,-0.0126191320412,0.00462365982435,0.0024625114415,0.0153952643797,0.00564844073236,0.0362013899772,-0.00899633543052,0.0407835467348,0.0218734134747,-0.0204962801029,-0.00968158602108,0.00797013005366,-0.00272662004975,-0.00286004584912,0.0236790428276,-0.0114320247235,0.00999867783275,0.0168011438255,0.100797742928,0.515694424697,0.509148356168,0.563877835715,0.996340822147,1.0,0.0022312545403,0.0101995274178,0.00766790344288,0.0159843130531,0.0221448953347,0.0191498651455,0.0140544359143,0.00961315339306,0.0107532123028,-0.000953425690847,-0.00135582433527,-0.00149784593221,0.176985766911,0.0596869413202,0.0684248571621,-0.000593107756059,0.0369400014677,0.0364137938325,0.0291835834449,-0.00581860101627,-0.0053642410559,0.0126038781702,-0.00791657795581,-0.00477021474258,0.0174828912711,-0.0221380111906,-0.00434727974379,0.0871949690017,-0.0172076903723,-0.0134739577938,-0.0224857936476,-0.0152268913082,-0.0189323687368,-0.0161229314525,0.0184504925023,0.469898268706,,0.133154844812,-0.023468119874,-0.0300553085243,,-0.0236789056748,0.00171746882247,-0.00230469680533,-0.0138779158701,,-0.00453050164127,-0.0293703099558,,,,0.544301877358,-0.00305132918985,0.549073704599,-0.0209731654748,-0.0304811042642,-0.00128696553636,0.00606619623901,-0.0130456228253,0.0480567386788,-0.00766142280818,-0.0146932296039,0.0254172824887,,0.0444292691021,-0.0247602194708,0.0122276809258,-0.00120948356801,0.424692750099,0.0344069001175,,-0.000881568843055,,,-0.005625363906,0.340293482322,,,-0.00462230429068,,-0.021586282755,0.00136529391578,-0.0132399478672,0.0319710459386,-0.015816878771,-0.0324771951012,,0.0254586341969,-0.0217063346039,,0.606680056851,-0.00474084283231,0.538951696188,0.0172342811863,0.0736515612093,-0.0269400963962,-0.0245454185751,0.527128805757,0.52712881625,-0.0206280004676,-0.0088806273386,0.0599096905501,0.396613276697,0.000969670994714,0.527128838534,0.527133645392,0.00387661356806,-0.0282238064752,-0.0136483768137,-0.0257780196416,,-0.013478505377,-0.000163380507519,-0.00155621712314,-0.0123236851251
n_5_1_fugitive_air_toluene,0.0023266980715,0.0326541801966,0.00995518898115,-0.0177881474124,0.00667169517011,0.00206644267983,0.000680648540238,0.0131486743278,-0.00323284623505,-0.00349665563755,0.0133451880729,0.0213557774685,-0.00629331701564,0.0165778631727,-0.00918305492448,-0.00502903303201,0.010971121947,0.00149334392727,0.0117356725561,-0.0007639956586,-0.00311417072601,-0.0154161629019,0.00198019210601,-0.00668380122062,0.00196032268891,0.0107169605668,0.750764957195,0.0511449094291,0.119583627457,0.00314750199338,0.00202755910857,0.0022312545403,1.0,0.233565254485,0.807955427142,0.0416831879227,0.0463326400538,0.0440883492263,0.281609828041,0.044959586445,0.0963633994586,0.0249943130715,0.0845990358732,0.0727091074717,0.0366080400046,0.0349280679662,0.0355215755051,0.0144729744799,0.0303735871977,0.0305997565166,0.0260760274124,0.0023266980715,-0.0135138915823,0.0135412221737,0.00327251608716,-0.00309706567369,-0.0131942765792,-0.00548353403128,0.000714564006,0.0114521827268,-0.0244754449614,-0.0241870455348,-0.0237500707951,-0.0167612945231,-0.0233598767546,-0.0273926704126,0.0065570242425,0.00482298721838,,-0.00917691420783,-0.0264400830591,-0.0293664053739,,-0.0257799465306,0.00190353640358,-0.00194570872261,-0.018449015937,,-0.00428782597223,-0.0291652670274,,,,0.00575262513796,-0.00255467954575,0.00561947350807,-0.0278185960618,-0.0285837234517,-0.00110481861125,-0.00469790975814,-0.0190998566058,0.0136699449369,-0.0165802533973,-0.0274807824152,0.00854006935634,,-0.0140828885627,-0.0253048626071,-0.00106377334207,0.103423404981,-0.00234212905024,-0.019190190652,,-0.0257416034947,,,0.000563903516863,0.00825190240274,,,-0.0102039297306,,-0.0213276420961,-0.00169614903921,-0.0253964388857,0.0141677722839,-0.0175588768401,-0.0227391576022,,0.00944757274771,-0.0276034688313,,0.00747810359058,-0.010466214012,0.006018121439,-0.0199088587899,-0.0279472544847,-0.0294897072893,-0.0240783725358,0.00645954424941,0.00645953640104,-0.0290372112688,-0.0138635486304,-0.0219421355782,-0.00433663623523,0.00198584656326,0.00645957479926,0.006528419737,0.0126543634839,-0.019829476635,-0.0193262821748,-0.029346845854,,-0.0118261279396,-0.00172918588409,-0.00134107639392,-0.0184490919921
n_5_2_stack_air_toluene,0.0181600298753,0.0135111095794,-0.00787084634782,-0.0128717724922,-0.00468907607812,0.00791676316254,0.015415261046,0.0200991645953,-3.21381832838e-05,0.0121489507679,-0.0186179807134,0.00661525782051,5.19615736542e-06,0.0180617115034,-0.0139944572442,0.00411199183157,0.0136667307952,0.00734389024345,0.00649888168587,-0.00681208335458,-0.00377242606108,0.00900601370829,-0.0121223786112,-0.0217673550124,0.00618117323151,0.00568344902976,0.290507717651,0.172433588739,0.194195643586,0.00899710081917,0.00982629226595,0.0101995274178,0.233565254485,1.0,0.761656108741,0.0924619670782,0.103847322301,0.0983463910533,0.11326745261,0.109829537508,0.112759346829,0.0567063021012,0.167633884475,0.148392947418,0.545681226174,0.721505689785,0.719555464222,0.142993975087,0.054728386245,0.0602846660176,0.00287469862426,0.0181600298753,-0.0114248428129,0.00977734698293,0.0050934611365,0.00154678452938,-0.0127753876104,0.0221219693965,0.0161967496929,-0.0159271834448,-0.0289860585066,-0.0390802414865,-0.0368206932834,-0.0495913711805,-0.0409060161992,-0.0452288409845,-0.00541060022076,0.038907531797,,-0.0234403916867,-0.0458479882039,-0.0435535847447,,-0.0482649288698,0.0958860857321,-0.00295196621459,-0.0264218807885,,-0.00574967135636,-0.0433302881205,,,,0.00212313450112,-0.00376297236393,0.00222029082427,-0.0451826184464,-0.0436829470135,-0.000888859778784,-0.0226090405022,-0.0270344841675,0.00636184896798,-0.0395342660626,-0.0445655566054,0.0532105937375,,-0.0323776408304,-0.0363837968621,-0.0401085213709,0.0143543745992,-0.00936195785894,-0.0310322556868,,-0.00951352160947,,,-0.0302813025113,0.00107421962378,,,-0.0120274885888,,-0.0290745958364,-0.00253804313784,-0.0383888563488,-0.0260000692816,-0.0380645544438,-0.0434792563693,,-0.00214521509132,-0.045449633178,,0.00886749633073,-0.0156743901652,0.00216022578201,-0.0239254435457,-0.0441106166933,-0.0423685260445,-0.0106126891971,0.00209097992206,0.00209097874398,-0.040235432847,-0.0268471132026,-0.0332305773616,-0.00991421054653,0.023481306676,0.0020909812319,0.00222589475453,0.0246303182544,-0.017037371698,-0.0258271889886,-0.0461903628769,,-0.0201643993621,0.00209083324206,-0.00203532947037,-0.0290530724807
tolueneTotal,0.0125556127789,0.029948993622,0.00186450201908,-0.0196546240733,0.00160450548487,0.00617470395916,0.00979531911177,0.0209426515042,-0.00217388895447,0.00503210590758,-0.00238917349465,0.0182406623512,-0.00419080384447,0.0219932031618,-0.0146004250583,-0.000859528865707,0.0155934135634,0.00544561922783,0.0117591680219,-0.00463729389726,-0.00436143520183,-0.00481585279092,-0.00602659513565,-0.0176453031995,0.00505220792982,0.0105861281017,0.676369196133,0.138579289402,0.197375703909,0.00754982675147,0.00730597563844,0.00766790344288,0.807955427142,0.761656108741,1.0,0.0838106642108,0.0938087052858,0.0889794871529,0.256309295325,0.096518935988,0.132550620896,0.0510208566994,0.157964933045,0.138381217281,0.355081662648,0.460512613999,0.459726289076,0.0963000554853,0.0534070517883,0.0569249075631,0.0191195039754,0.0125556127789,-0.0159293547366,0.0149491774725,0.00526751459787,-0.00112656783527,-0.0165348014774,0.00975172226813,0.010291506887,-0.00202006155573,-0.0338764690775,-0.0398014013135,-0.0381408977999,-0.041222576401,-0.0403565933407,-0.0456637558494,0.00109083995339,0.0267922644272,,-0.0203206165001,-0.0454041449005,-0.0459638661953,,-0.0464288990461,0.0593759921476,-0.00308555331646,-0.0283064695804,,-0.00634179572551,-0.0456945059681,,,,0.00512025842941,-0.00398285362062,0.00509040157736,-0.0459195874514,-0.045520670416,-0.00127491975867,-0.0168319435348,-0.0291114394487,0.0129651511407,-0.0350072719151,-0.0453205212319,0.0379371062764,,-0.0290060429265,-0.038912270955,-0.0250148784723,0.0776215981155,-0.00723422037835,-0.0315943089088,,-0.0229197993537,,,-0.0179748283271,0.00615016338209,,,-0.0140887571444,,-0.0318323841575,-0.00266840385913,-0.0401883747588,-0.00631457483587,-0.0347687873743,-0.0415023340505,,0.00499598089098,-0.0459380359835,,0.0103572580586,-0.0164735876516,0.00531966630689,-0.0277664753688,-0.0453556887435,-0.0453278847598,-0.0224775005163,0.00557187318093,0.00557186723675,-0.0437336700201,-0.0255083442776,-0.03476043671,-0.00889805521304,0.0155531851196,0.00557189433354,0.00569953181604,0.0233591378487,-0.0235393678882,-0.0285307056121,-0.0475487322502,,-0.020100821055,0.000114702261942,-0.00212713157362,-0.0299010356411
n_5_1_fugitive_air_ethylbenzene,-0.00398268349487,0.0225553358407,0.027243665707,-0.00115309910245,0.0258584871043,0.000365472617104,0.0286901854859,0.00790177577827,0.00330205908442,0.0190730927508,-0.0152490592697,0.032692153226,0.0240632663955,0.0412861396966,-0.00563047351881,0.0376892546372,0.000812690014899,-0.00315941768778,-0.00380816823435,0.000885475479707,0.00704993220834,-0.0155781586224,0.0107477660123,-0.0134804718927,0.0127303986578,0.0174711150168,0.226473001778,0.0654390142367,0.0845374846779,0.0116961011421,0.0156481668138,0.0159843130531,0.0416831879227,0.0924619670782,0.0838106642108,1.0,0.997827881035,0.99943009118,0.915873582581,0.954577553158,0.965404857448,0.380095053119,0.27428436166,0.415637196707,0.00314303881388,0.000720656903254,0.000894069594283,-0.000308616929082,-0.000211078347829,-0.000221811706972,-0.00163186531964,-0.00398268349487,0.00417233666797,0.0181002183569,-0.00377442933616,0.00294798417933,-0.0063620751166,0.0155362021059,-0.00322824879245,-0.0102860526222,-0.0172976181612,-0.0185867056146,-0.0162278221651,-0.0148247046942,-0.021514621779,-0.0218668084382,-0.00187056148487,0.00215373150028,,-0.00963297340615,-0.0207554411634,-0.0201446027544,,-0.0174973757869,-0.00175798510324,-0.00119922297974,-0.0110888757982,,-0.00287816612633,-0.0141388937555,,,,0.00603416317427,-0.0015100392725,0.00616007404721,-0.0218703754321,-0.0199648660142,-0.000682670179709,-0.0107571788587,-0.0118204825712,-0.00183061684133,-0.0161721228072,-0.0205557199955,0.000230512895919,,-0.0161986160422,-0.0174668597245,-0.0197823478916,-0.000921663567661,9.55548565837e-06,-0.0156524292851,,-0.0121653357596,,,-0.0148408892199,0.00224728347929,,,-0.00628058490607,,-0.0135007693665,-0.000974615427556,-0.0165687178985,-0.0248111312999,-0.0174766775546,-0.017110109558,,-0.00327345101996,-0.0218651613799,,0.00766011195853,-0.00641599886595,0.00595200962404,-0.010977623934,-0.0191172646155,-0.0192445912327,-0.0179395641349,0.00571351681732,0.00571351698611,-0.0219055262656,-0.0129345966922,-0.0132051574661,-0.000219104718774,0.000612275303087,0.00571351726826,0.00571828380249,0.0005202572414,-0.0246609957281,-0.0117895546985,-0.0190942398192,,-0.0110225652895,-0.0033333457912,-0.000827097068432,-0.0126959443585
n_5_2_stack_air_ethylbenzene,-0.00253080689017,0.0227098110157,0.0264065452388,-0.00119037023293,0.0255986430425,0.00109597315799,0.029273592417,0.00748503476969,0.00295921216697,0.019488412733,-0.015484374633,0.0332907140521,0.022984362934,0.0406619887517,-0.00625850728173,0.0384019246881,0.00142087543408,-0.00279343198218,-0.00383649937629,0.000474982073865,0.00849640957189,-0.0166230901962,0.0100886639676,-0.0135540919571,0.0111626421733,0.0175474350397,0.233666579108,0.0684254874989,0.0881025170658,0.0206224995998,0.0212219118618,0.0221448953347,0.0463326400538,0.103847322301,0.0938087052858,0.997827881035,1.0,0.999482912396,0.913737605143,0.956024682378,0.966116232498,0.38188921577,0.294504619588,0.430501209903,0.00547676567248,0.0013652196149,0.00166150805331,-0.0003442606509,-0.000354733967842,-0.000365092220585,-8.20516884831e-06,-0.00253080689017,0.00305808713984,0.0182934906684,-0.00407870551864,0.00304182762322,-0.00731715074969,0.0143906425177,-0.002076691023,-0.0109510051776,-0.018458434621,-0.0204380264847,-0.0179072194222,-0.0167622102608,-0.0236381882527,-0.0239037917714,-0.00201813908141,0.00311612477002,,-0.010394340083,-0.0229193793349,-0.0223971412449,,-0.019502904225,-0.00194055009157,-0.00133772727507,-0.0122757246011,,-0.00320376636161,-0.016369577777,,,,0.0070030647107,-0.0016899036315,0.00714526592188,-0.024084440797,-0.0221623576973,-0.000760267267702,-0.0117308804022,-0.0129530981186,-0.00200906638887,-0.0181585540156,-0.0223757657538,0.000606232779555,,-0.018347076822,-0.0193499561958,-0.0218632780118,-0.00116318183307,0.000403226446756,-0.0173867245446,,-0.0124581946035,,,-0.0160646166104,0.00271542911243,,,-0.00667616497998,,-0.0149555630743,-0.00109603163387,-0.0180816547109,-0.0273573081506,-0.0194633553082,-0.01914452506,,-0.00354240893389,-0.0240604785224,,0.00925192122092,-0.00681887293189,0.00690944124604,-0.0125690802548,-0.0209773207139,-0.0213445075103,-0.0201907786699,0.00663898395709,0.00663898415731,-0.0238630696722,-0.0142634811536,-0.0142910457347,2.25793053122e-05,0.00271464309925,0.00663898440922,0.0066535663198,0.0021467225263,-0.0275376666645,-0.0130246740415,-0.0213499311094,,-0.0124394643536,-0.0036935537823,-0.000918414344906,-0.014030427114
ethylbenzeneTotal,-0.0032408608548,0.0226467445872,0.0268294970845,-0.00117282427321,0.0257393801519,0.000740001873735,0.0290047240928,0.00769251683797,0.00312816738792,0.0192962749451,-0.0153779245808,0.0330166308242,0.0235234733578,0.0409887303372,-0.00595535536562,0.0380749194628,0.00112478418049,-0.0029735914949,-0.0038247543863,0.000675607089849,0.0077949804907,-0.0161220747153,0.0104158596906,-0.0135255189924,0.0119339469659,0.01751971318,0.230282219205,0.0670049174692,0.0864102326028,0.0162766126243,0.0185128230372,0.0191498651455,0.0440883492263,0.0983463910533,0.0889794871529,0.99943009118,0.999482912396,1.0,0.915276500421,0.955837586203,0.966293748486,0.381220885835,0.284794816199,0.423479724093,0.00434061875561,0.00105134191474,0.00128781407445,-0.000327049484546,-0.000284806514963,-0.000295353487987,-0.000800738703323,-0.0032408608548,0.00360362744636,0.0182090881368,-0.00393239980986,0.00299767362226,-0.00685494054888,0.0149576209516,-0.00263990890804,-0.0106323814672,-0.0179018511294,-0.0195454742651,-0.0170972106841,-0.0158255936757,-0.0226144876785,-0.0229224977872,-0.00194720074255,0.00264806095637,,-0.0100283530658,-0.0218755824019,-0.0213098137202,,-0.0185345734262,-0.00185249182124,-0.00127084816295,-0.011703076247,,-0.00304657689356,-0.0152896438172,,,,0.00653393532562,-0.00160302743361,0.0066682622532,-0.0230168089507,-0.0211017716933,-0.000722804086597,-0.0112619759915,-0.0124072896194,-0.001923054132,-0.017198814631,-0.0214995317976,0.000423168423157,,-0.0173083511484,-0.0184413029163,-0.0208594247371,-0.00104592549327,0.000211289679032,-0.0165496366891,,-0.0123220131766,,,-0.0154760252919,0.00248839618988,,,-0.00648670350399,,-0.0142535829769,-0.0010373621571,-0.0173529921683,-0.0261293461448,-0.0185042042862,-0.0181618994655,,-0.00341305123419,-0.0230019849057,,0.00847996415679,-0.00662592867803,0.00644585961973,-0.0117990971847,-0.0200807976371,-0.0203311050809,-0.0191028989962,0.00619085770009,0.00619085788508,-0.0229205292038,-0.0136225830485,-0.0137687721198,-9.53774629884e-05,0.00168992522005,0.00619085815189,0.00620065697317,0.00135399022184,-0.0261484842727,-0.0124288710184,-0.0202604958698,,-0.0117546144897,-0.00351973785905,-0.000874340063853,-0.0133866698271
n_5_1_fugitive_air_xylene,-0.00607815272286,0.0408862137113,0.0212890164319,-0.00409957947187,0.0279699891929,0.00589011249494,0.0265455505412,0.022502717872,0.00568835658627,0.0213084240199,-0.00643082682535,0.0445017762095,0.0226144730717,0.0545827797189,-0.00834011157662,0.0317294822425,0.0134359124651,-0.000423819309067,0.0104087174851,0.00580929280017,0.00425542004211,-0.0158660542196,0.0121688066927,-0.017736359897,0.0188567682342,0.0276368950153,0.388039515199,0.067822101917,0.101915422359,0.0162382088487,0.0131426623379,0.0140544359143,0.281609828041,0.11326745261,0.256309295325,0.915873582581,0.913737605143,0.915276500421,1.0,0.882677584057,0.925365649905,0.347700266636,0.252771263863,0.381483717548,0.0507851955068,0.00695581264075,0.0100098354744,0.0127221389446,0.00360827135801,0.00411968208363,0.00980312894054,-0.00607815272286,0.00127443572451,0.030016509823,-0.00643008572711,-0.00449615358057,-0.00690736170335,0.0115159494048,-0.00413104127374,-0.00020503581444,-0.0228777194167,-0.0259085184411,-0.0238959875554,-0.0219307011965,-0.0284515225637,-0.0295163004252,0.00206717578165,0.00460506066688,,-0.0130849995242,-0.028949374891,-0.0291435488752,,-0.0266048863079,0.00154023605085,-0.00187401479179,-0.0172474413015,,-0.00426788995329,-0.0237644768403,,,,0.00700504406054,-0.00240439448196,0.00700055970344,-0.030560939875,-0.0281472922173,-0.00106642394095,-0.0103216257067,-0.0179158043426,0.00586116858349,-0.0208380470236,-0.0280830544885,0.0116211347521,,-0.0183408237579,-0.0258752972174,-0.0223305981679,-0.00089408759359,-0.00127723247742,-0.0224497769694,,-0.0195763635797,,,-0.00859740964436,0.00620195418485,,,-0.00955594840425,,-0.020730029413,-0.000698000244057,-0.0241576392352,-0.0117251016877,-0.0239997899123,-0.0294502122251,,0.00288729460903,-0.0305406656989,,0.0080487041545,-0.00986042595778,0.00711451953851,-0.019491482872,-0.0274484454106,-0.0296952686815,-0.026110894875,0.00723589938413,0.00723589478435,-0.0299499496681,-0.0161241882317,-0.0209792273404,-0.00252359950368,0.00560492015597,0.00723591818618,0.00725760151641,0.00416956380724,-0.0354541080746,-0.0182366525134,-0.0285593737135,,-0.0159348703539,-0.0026805659778,-0.00129044306375,-0.0182972883878
n_5_2_stack_air_xylene,-0.00741077717944,0.0188544071486,0.0220893584394,-0.00790608901182,0.0206683396532,-0.00409312933322,0.0266622024847,0.00609496169473,-0.00320512265297,0.0240137421072,-0.0149840151291,0.0343533387231,0.0204084303035,0.0346097137597,-0.00842073224736,0.0364718255563,-0.000278977961995,-0.00274559518592,-0.00618659739028,-0.00622776190119,0.00406116941175,-0.0172201079772,0.010160891132,-0.0177479960937,0.00630605385844,0.0131496633629,0.238459800263,0.0978975695938,0.117110264836,0.0079727835156,0.00931385307262,0.00961315339306,0.044959586445,0.109829537508,0.096518935988,0.954577553158,0.956024682378,0.955837586203,0.882677584057,1.0,0.994957160713,0.365933504912,0.26769903748,0.402628780325,0.0258994311352,0.00499757307019,0.0064771088772,0.0602929129638,0.0180108462761,0.0204222041086,0.00949058336613,-0.00741077717944,0.00921247636394,0.0180094613323,-0.0120375668595,-0.00428789046238,-0.00676994456555,0.0178257681004,-0.00701452803302,-0.0155880143345,-0.0228425290215,-0.0281348356335,-0.0243515801149,-0.0245851307603,-0.0333507021064,-0.0323060391989,-0.00387268965169,0.00593025164305,,-0.0173153928172,-0.0317107602655,-0.030196003911,,-0.0273834344881,0.0174148949566,-0.00182142824716,-0.0165675999321,,-0.00402176038134,-0.0242811121556,,,,0.000870192187556,-0.00233782626036,0.000663056112697,-0.033778903186,-0.0288743565592,-0.00103544221132,-0.0170305324096,-0.0174090532701,-0.00345053931314,-0.0244354796804,-0.029838674761,0.0112572901678,,-0.026055006862,-0.0255346770127,-0.0309117730529,-0.001818942528,-0.00681445118519,-0.0237940278442,,-0.015533333191,,,-0.0213225562602,-0.00172635514692,,,-0.00882568692944,,-0.0201723849245,-0.00036399566614,-0.0254076773147,-0.0344761776866,-0.0278243387981,-0.0289399327001,,-0.00507217524544,-0.0335541997008,,0.00535806795016,-0.00970677233117,0.000517679415876,-0.0193713593962,-0.0292764679831,-0.0296052219238,-0.0180744274347,0.000354263001523,0.000354263002982,-0.0318700942378,-0.0181545331033,-0.0210978009433,-0.00630167001688,0.0122150800463,0.000354263326187,0.000437792084534,0.0134659675349,-0.0330805587834,-0.0171634145573,-0.0301723243738,,-0.0175982548295,0.00642469210889,-0.00125578494542,-0.018982061574
xyleneTotal,-0.00727455729191,0.0239333400434,0.0223602425726,-0.00725180784841,0.0226398999447,-0.00204439567637,0.0271704333071,0.00971850280389,-0.0013712049731,0.0239165540584,-0.0134582465595,0.0372060870398,0.0212873122958,0.0395643160452,-0.00857190395868,0.0361890114123,0.00264241335738,-0.0023049920827,-0.00276860522852,-0.00378339603801,0.00418383092924,-0.0172754579851,0.010792584246,-0.0181003941904,0.00911066352835,0.0165043976855,0.275150565431,0.0934365183274,0.116209137984,0.00989617347752,0.010317216038,0.0107532123028,0.0963633994586,0.112759346829,0.132550620896,0.965404857448,0.966116232498,0.966293748486,0.925365649905,0.994957160713,1.0,0.369359301939,0.269866016807,0.406166892232,0.0317283120746,0.00551542103066,0.00736056088391,0.0513461660057,0.0152972514117,0.0173513476527,0.00974705512393,-0.00727455729191,0.007702584562,0.0209320606949,-0.0110815420265,-0.00441807587986,-0.0069346405548,0.0168355917802,-0.00653940692352,-0.0126167402596,-0.0233067887676,-0.0282222774281,-0.0247412735401,-0.0245102283555,-0.032972008019,-0.0323566437441,-0.00268246720795,0.00576601421125,,-0.0167587927764,-0.0317555129181,-0.0305751802885,,-0.0277648278717,0.0143752182201,-0.00186907153942,-0.0170439673279,,-0.00415470566065,-0.0246563690654,,,,0.00219686441591,-0.00239877913541,0.002028835545,-0.0337675687616,-0.0292965492385,-0.00106275845693,-0.0159392833416,-0.0178653058665,-0.00153227242008,-0.0241563334772,-0.0300606398034,0.0115600362511,,-0.0249296658519,-0.0261179512573,-0.0296985164407,-0.00165793499431,-0.00576898199981,-0.0239829192665,,-0.016706776356,,,-0.0190331700834,-6.88508354529e-05,,,-0.00915801072955,,-0.0206947533764,-0.000442555710421,-0.025648941058,-0.0303101174456,-0.0275644846775,-0.0296275049224,,-0.00347492240359,-0.0335820005753,,0.0060394289784,-0.00993365691421,0.00193589838226,-0.0197843371316,-0.0294717396059,-0.0302164128194,-0.0201509424521,0.00182999428697,0.00182999330649,-0.0320975666584,-0.0180842365027,-0.0214943582286,-0.00562137689622,0.0110486173211,0.00182999856149,0.00190199875517,0.0117512310648,-0.0342485757913,-0.0177356525243,-0.030431408834,,-0.0175951501449,0.00460995470126,-0.00128829166956,-0.0192154776833
