,totPop_x,observed_Bladder_Per100k,observed_Bone_Per100k,observed_Brain_Per100k,observed_Breast_Per100k,observed_Colorectal_Per100k,observed_Esophagus_Per100k,observed_Kidney_Per100k,observed_Larynx_Per100k,observed_Leukemia_Per100k,observed_Liver_Per100k,observed_Lung_Per100k,observed_Mesothelioma_Per100k,observed_NHL_Per100k,observed_Nasal_Per100k,observed_Oral_Per100k,observed_Other_Per100k,observed_Ovary_Per100k,observed_Pancreas_Per100k,observed_Prostate_Per100k,observed_Soft_Tissue_Per100k,observed_Stomach_Per100k,observed_Testis_Per100k,observed_Thyroid_Per100k,observed_Uterus_Per100k,observed_Total_Per100k,n_5_1_fugitive_air,n_5_2_stack_air,airTotal,n_5_1_fugitive_air_benzene,n_5_2_stack_air_benzene,benzeneTotal,n_5_1_fugitive_air_toluene,n_5_2_stack_air_toluene,tolueneTotal,n_5_1_fugitive_air_ethylbenzene,n_5_2_stack_air_ethylbenzene,ethylbenzeneTotal,n_5_1_fugitive_air_xylene,n_5_2_stack_air_xylene,xyleneTotal,n_5_1_fugitive_air_formaldehyde,n_5_2_stack_air_formaldehyde,formaldehydeTotal,BTEX_fugitive,BTEX_stack,BTEX_total,n_5_1_fugitive_air_dioxin,n_5_2_stack_air_dioxin,dioxinTotal,pctSmoking,totPop_y,pctMale,pctElderly,income,higherEd,unemploy,FIPS,POP,POINT CANCER RISK,NONPOINT CANCER RISK,ONROAD CANCER RISK,NONROAD CANCER RISK,BACKGROUND CANCER RISK,SECONDARY CANCER RISK,TOTAL CANCER RISK,Z_1_1_2_2_TETRACHLOROETHANE,Z_1_1_2_TRICHLOROETHANE,Z_1_2_3_4_5_6_HEXACHLOROCYCLYHEXANE _ALL STEREO ISOMERS_,Z_1_2_DIBROMO_3_CHLOROPROPANE,Z_1_3_BUTADIENE,Z_1_3_DICHLOROPROPENE,Z_1_3_PROPANE SULTONE,Z_1_4_DICHLOROBENZENE,Z_1_4_DIOXANE,Z_2_4_6_TRICHLOROPHENOL,Z_2_4_DINITROTOLUENE,Z_2_4_TOLUENE DIAMINE,Z_2_4_TOLUENE DIISOCYANATE,Z_2_NITROPROPANE,Z_3_3_DICHLOROBENZIDINE,Z_3_3_DIMETHOXYBENZIDINE,Z_3_3_DIMETHYLBENZIDINE,Z_4_4_METHYLENE BIS_2_CHLOROANILINE_,Z_4_4_METHYLENEDIANILINE,Z_4_DIMETHYLAMINOAZOBENZENE,ACETALDEHYDE,ACETAMIDE,ACRYLAMIDE,ACRYLONITRILE,ALLYL CHLORIDE,ANILINE,ARSENIC COMPOUNDS_INORGANIC INCLUDING ARSINE_,BENZENE _INCLUDING BENZENE FROM GASOLINE_,BENZIDINE,BENZOTRICHLORIDE,BENZYL CHLORIDE,BERYLLIUM COMPOUNDS,BIS_2_ETHYLHEXYL_PHTHALATE _DEHP_,BIS_CHLOROMETHYL_ ETHER,BROMOFORM,CADMIUM COMPOUNDS,CAPTAN,CARBON TETRACHLORIDE,CHLORDANE,CHLOROBENZILATE,CHROMIUM COMPOUNDS,COKE OVEN EMISSIONS,CYANIDE COMPOUNDS,DDE _1_1_DICHLORO_2_2_BIS_P_  CHLOROPHENYL_ ETHYLENE_,DICHLOROETHYL ETHER _BIS_2_CHLOROETHYL_ETHER_,DICHLORVOS,EPICHLOROHYDRIN,ETHYL CARBAMATE _URETHANE_ CHLORIDE _CHLOROETHANE_,ETHYLBENZENE,ETHYLENE DIBROMIDE _DIBROMOETHANE_,ETHYLENE DICHLORIDE _1_2_DICHLOROETHANE_,ETHYLENE OXIDE,ETHYLENE THIOUREA,ETHYLIDENE DICHLORIDE _1_1_DICHLOROETHANE_,FORMALDEHYDE,HEPTACHLOR,HEXACHLOROBENZENE,HEXACHLOROBUTADIENE,HEXACHLOROETHANE,HYDRAZINE,ISOPHORONE,METHYL TERT_BUTYL ETHER,METHYLENE CHLORIDE _DICHLOROMETHANE_,N_NITROSODIMETHYLAMINE,N_NITROSOMORPHOLINE,NAPHTHALENE,NICKEL COMPOUNDS,NITROBENZENE,O_TOLUIDINE,PAHPOM,PENTACHLORONITROBENZENE _QUINTOBENZENE_,PENTACHLOROPHENOL,POLYCHLORINATED BIPHENYLS _AROCLORS_,PROPYLENE DICHLORIDE _1_2_DICHLOROPROPANE_,PROPYLENE OXIDE,TETRACHLOROETHYLENE _PERCHLOROETHYLENE_,TOXAPHENE _CHLORINATED CAMPHENE_,TRICHLOROETHYLENE,TRIFLURALIN,VINYL BROMIDE,VINYL CHLORIDE
BACKGROUND CANCER RISK,0.0987964160123,-0.245244293743,0.0283736167845,-0.119219736951,-0.15619578766,-0.125161827966,-0.189333402695,-0.148019376325,-0.118987801509,-0.17963331076,0.0895219668811,-0.304643928982,-0.08845694569,-0.130897057337,-0.0574532735396,-0.131493391572,-0.16101489043,-0.068946592197,-0.0668421578053,-0.189348317449,-0.0278363081201,0.0923273537269,-0.0670280703195,0.0371063682302,-0.0832730840959,-0.219484871409,-0.0460559550215,-0.0469064798227,-0.0497513952553,-0.0229745550674,-0.0136820949505,-0.0152268913082,-0.0167612945231,-0.0495913711805,-0.041222576401,-0.0148247046942,-0.0167622102608,-0.0158255936757,-0.0219307011965,-0.0245851307603,-0.0245102283555,-0.0341651802337,-0.031483356495,-0.0420154817932,-0.039246929423,-0.0312542424051,-0.0322233481837,-0.0175040564456,-0.0404077248878,-0.0406315366561,-0.497691074003,0.0987964160123,-0.124263805388,-0.12982273113,0.0865591252156,0.010208416532,0.0937112298805,-0.185785389216,0.0691447606759,0.268428204959,0.550344322307,0.532020659966,0.709188436473,1.0,0.737133010873,0.793171935037,0.0392373780481,0.0143125424626,,0.280021047761,0.792121936804,0.739630386816,,0.8818604973,-0.103626960776,-0.114143351381,0.464698472325,,0.0271462551665,0.726489062633,,,,-0.0546959268753,-0.0668267599262,-0.0527870143813,0.791019955478,0.692595921512,-0.0592681580295,0.385330120496,0.453736863285,-0.0494997431418,0.799286406383,0.789436013694,-0.626779076394,,0.50439724935,0.696689169265,0.637372378912,-0.0421246628251,0.0632472867946,0.610144255789,,0.33784448688,,,0.533511831127,-0.0667983532383,,,0.139739363266,,0.485522541892,-0.0455475297274,0.649416613182,0.154285529417,0.66095672933,0.70217552378,,-0.00139468001577,0.791517863754,,-0.178866013768,0.1471802061,-0.0538053938378,0.471404334228,0.686450955141,0.762869126039,0.684894526426,-0.0548993438408,-0.0548993434199,0.678226568711,0.50150877866,0.582528133589,0.160747915253,-0.37798029723,-0.0548993404585,-0.0578290222066,-0.506648303136,0.734350210058,0.476944797982,0.774299167091,,0.435670968963,-0.164118530279,-0.0683446873684,0.478184024768
SECONDARY CANCER RISK,0.0833707778219,-0.336179708539,-0.00594475302575,-0.137829470923,-0.243674062749,-0.171771066137,-0.211212905848,-0.220749068782,-0.121391596687,-0.242149333505,0.143642252851,-0.363212716342,-0.112397824367,-0.204697411027,-0.0585643082698,-0.174294049579,-0.248804717907,-0.116306404853,-0.109438330126,-0.254127540157,-0.0478401759644,0.111676158759,-0.0975733682196,-0.0549131301924,-0.118248246337,-0.30510781257,-0.0548598018796,-0.0450971513762,-0.0488191103706,-0.0236061847186,-0.0175248836336,-0.0189323687368,-0.0233598767546,-0.0409060161992,-0.0403565933407,-0.021514621779,-0.0236381882527,-0.0226144876785,-0.0284515225637,-0.0333507021064,-0.032972008019,-0.0214177626113,-0.0349351476345,-0.0367003325335,-0.033218031728,-0.0227394967137,-0.0237593515698,-0.0136520010056,-0.0476971687227,-0.0476526598296,-0.487670888586,0.0833707778219,-0.130004592426,-0.186987387004,-0.0533594302582,-0.0784324213823,0.184677069103,-0.121504688213,0.0570489285255,0.256524752026,0.753925488977,0.467947836775,0.813906623236,0.737133010873,1.0,0.884767583336,-0.0375321712038,0.0306483087297,,0.372922019014,0.842550124089,0.915037406545,,0.878429918909,-0.0751240544284,-0.0824165854218,0.579383741621,,0.0538892476435,0.901393235166,,,,-0.0981252270287,-0.0919990128854,-0.0953753320561,0.955246108493,0.853545178353,-0.0441113620488,0.340146732897,0.578577583139,-0.10129483401,0.797906462173,0.745773258381,-0.62052516113,,0.620923927627,0.852131599,0.669402896598,-0.0431982003412,0.104370155566,0.755296097028,,0.412184877914,,,0.524575058712,-0.121291380586,,,0.249938777769,,0.574544751554,-0.0598255068451,0.73731435984,0.196773970684,0.729104657878,0.832670896283,,-0.0873739077977,0.937042172334,,-0.195497449277,0.258384418821,-0.097113944787,0.611242260681,0.844597989789,0.846440189538,0.797007626326,-0.0989769075295,-0.0989769073128,0.824886536033,0.625865128962,0.584603378432,0.175101231654,-0.277388106327,-0.0989769082202,-0.101480750103,-0.441083377002,0.78581296107,0.583942365143,0.895514883289,,0.449813651203,-0.189703084717,-0.047312088111,0.583219564084
TOTAL CANCER RISK,0.133714738513,-0.283108581071,-0.00259192582045,-0.118630839288,-0.201124290469,-0.156742333203,-0.180016812216,-0.182908297449,-0.09540584989,-0.225634737588,0.166377377731,-0.305457133175,-0.0880500788566,-0.160327645688,-0.0460461004738,-0.131677577777,-0.181349943034,-0.0876654506049,-0.0746819602002,-0.24222112147,-0.0459707056682,0.0967580408396,-0.0578294198201,-0.0224800689237,-0.106795763928,-0.25318569164,-0.0512751992617,-0.0385812626264,-0.0421703957943,-0.0238690874279,-0.0145345697513,-0.0161229314525,-0.0273926704126,-0.0452288409845,-0.0456637558494,-0.0218668084382,-0.0239037917714,-0.0229224977872,-0.0295163004252,-0.0323060391989,-0.0323566437441,-0.021464449666,-0.0370752071043,-0.0381873561852,-0.0337449129618,-0.024333718665,-0.0253034435731,-0.00727289417517,-0.0487397757598,-0.0484002283898,-0.465862055071,0.133714738513,-0.105592586366,-0.171219079361,-0.00211153931329,0.00462162698159,0.171278129572,-0.148326725563,0.106215003772,0.357635445579,0.852300627786,0.682952302624,0.896226699722,0.793171935037,0.884767583336,1.0,0.0206562982716,0.0363098889414,,0.319995527757,0.947136520467,0.875960558568,,0.884055460575,-0.0619635659126,-0.0839862408435,0.623633689022,,0.0817274238444,0.877579543894,,,,-0.0748386053471,-0.0867085581834,-0.0724399465152,0.967172927558,0.837494970378,-0.0379637736404,0.405045784225,0.608402668725,-0.0681700962939,0.927741944846,0.958800810265,-0.572646154631,,0.654981851898,0.907439923825,0.659058330422,-0.0701086221122,0.0891341509139,0.855050947819,,0.413999604225,,,0.667655002042,-0.0969338777598,,,0.199822202358,,0.588296351338,-0.0545720816961,0.913036560339,0.180491116108,0.799644995566,0.793893036922,,-0.01715653095,0.978876591811,,-0.167540627259,0.208460290338,-0.0739171055794,0.614460267688,0.822220807943,0.941678263208,0.891462080306,-0.0755074979523,-0.0755074977724,0.948066244958,0.762456181532,0.64448401106,0.230747674832,-0.174726854796,-0.0755074986275,-0.0778606365905,-0.415634922907,0.731243491966,0.631638080754,0.889791207311,,0.472602386878,-0.138420574597,-0.0327496624208,0.628910986846
Z_1_1_2_2_TETRACHLOROETHANE,0.0225782861372,0.0389164447098,0.0129392236503,0.0194289600749,0.0426927191219,0.0159029635808,0.00878742029463,0.00822030373037,0.00262667521042,0.0169394643519,8.12506539748e-05,0.0239143047842,0.00612932466873,0.0270026941505,0.00621537524422,0.0142500810778,0.0195617126104,0.0295122207287,0.00898871589265,0.0188560850632,0.0131919522341,0.0170079877192,0.00989808748755,-0.00077437706364,0.0200226176991,0.030325969097,0.0120210396637,0.00623681622009,0.00716509840548,0.00134634433647,0.0193203486929,0.0184504925023,0.0065570242425,-0.00541060022076,0.00109083995339,-0.00187056148487,-0.00201813908141,-0.00194720074255,0.00206717578165,-0.00387268965169,-0.00268246720795,-0.00395393698985,-0.00326382318624,-0.00460356884287,-0.00437535591922,-0.00399965560247,-0.00407999298232,-0.00286009463423,0.0132694362183,0.0129638433827,-0.00903775146987,0.0225782861372,-0.0116508152924,0.00938170500988,0.0514597576017,0.0179205169252,-0.0301906098998,-0.00625747693298,0.0278352541446,0.438228302528,-0.0607663236289,0.101783897831,-0.0494493182361,0.0392373780481,-0.0375321712038,0.0206562982716,1.0,0.0631000383568,,0.00160757009589,0.0211979949524,-0.053500506237,,-0.00645905401576,-0.0122970373251,-0.023963585929,-0.0531054803671,,-0.0155717096784,-0.0560169449629,,,,0.091333082047,-0.0206287111585,0.0908099578308,-0.0154576499787,-0.0444397332069,-0.00708111395866,0.849459761586,-0.0547261453627,0.1158669428,0.00981010521449,0.0437377855522,-0.00605977418182,,-0.0282521328881,-0.0491319393185,0.0174905921296,-0.00604786969279,0.0513616976156,-0.0339170611535,,-0.0100740357887,,,0.135901001236,0.103975635711,,,-0.031629308935,,-0.0653698794138,-0.0137554352221,-0.00765617388294,0.0933658576571,0.44143847157,-0.0555465073075,,0.985819945341,-0.00797333174335,,0.0607977473253,-0.0317153591198,0.0929206323763,-0.0571602848952,-0.0318499491729,-0.0301933000568,0.0263516640852,0.0952044779665,0.0952044754114,-0.016291824777,-0.0228574713857,-0.0303763957379,0.0369380720234,-0.0411743236483,0.0952044692699,0.0948079646935,-0.0616811463604,0.11121464096,-0.0466943583148,-0.014035409293,,0.0469082695552,-0.00544358073737,-0.0125410828389,0.118979863142
Z_1_1_2_TRICHLOROETHANE,-0.0282868306478,0.0303817058721,-0.00591730627347,0.0063345218874,-0.00428031117321,0.0133307909402,0.0215230967577,-0.0186240058029,-0.00693975860484,0.00675046605769,0.000793842291836,0.026234614061,0.0265066251917,-0.00900057535729,0.00537315241199,0.0435506003976,0.0246192883566,-0.0261809868952,-0.0108958862767,-0.0237211340221,0.0055528197765,0.00621946843828,0.00728763634734,-0.00615180553266,0.00980070280947,0.00924713256002,0.100193468997,0.375929524967,0.37364909681,0.139206483649,0.481193755434,0.469898268706,0.00482298721838,0.038907531797,0.0267922644272,0.00215373150028,0.00311612477002,0.00264806095637,0.00460506066688,0.00593025164305,0.00576601421125,0.000525433210134,0.000593776588546,0.000720873586323,0.0470126881773,0.0194181166242,0.0215476204775,0.174882500189,0.063710018073,0.0705490162569,0.213946934093,-0.0282868306478,-0.0480454407229,0.00947831753495,-0.122838533501,-0.0436453934485,0.0492780539357,-0.145371352716,-0.0144208516827,0.268821609844,0.063463543143,-0.0218851798347,0.00207473495659,0.0143125424626,0.0306483087297,0.0363098889414,0.0631000383568,1.0,,0.498861107347,-0.0107055437841,0.035543668885,,0.0114531412953,0.246847388875,-0.0240380901561,0.113537521024,,-0.00762874976918,0.0485556550668,,,,0.862917022745,-0.0319220307633,0.863470418587,0.00786960054795,0.0446304620305,-0.0128565846349,0.0682847838119,0.19516883094,0.248703272688,0.105898255592,0.0347639078031,0.117396523178,,0.281790343634,-0.0163747648471,0.0102170654588,-0.0148166519186,0.879767211694,0.14256190229,,0.0898846758523,,,0.059684072805,0.812647259761,,,0.311028812039,,0.0239353824924,-0.0211014032394,0.0447598226627,0.324733454575,0.0163072625866,-0.0381740189344,,0.093712164803,0.0078658720127,,0.804599747158,0.307039299819,0.863816639527,0.0645606394405,0.209008172483,-0.0499313333349,0.0825969163879,0.863440940097,0.863440940133,0.026111104369,0.0529361749059,0.246394940448,0.699285940475,-0.0253215319936,0.863440940576,0.862984016671,-0.0271901836626,0.00996351700943,0.115786616206,0.0215306626198,,0.0352373861025,0.0263710442541,-0.0149590978014,0.125421655583
Z_1_2_3_4_5_6_HEXACHLOROCYCLYHEXANE _ALL STEREO ISOMERS_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_1_2_DIBROMO_3_CHLOROPROPANE,0.0223987761492,-0.0971767285263,-0.0020161577269,-0.040530922807,-0.0794532916092,-0.0320318788584,-0.105867815141,-0.0806165776989,-0.0490951423461,-0.0808209991991,0.054593610093,-0.119628272685,-0.0305870074486,-0.0755663398482,-0.00438808730794,-0.0544200655776,-0.088533395379,-0.0447834896789,-0.0403941553722,-0.108189082406,-0.00929928573131,0.0778821930921,-0.0151411486813,0.0982332380521,-0.0227586357068,-0.0951167201399,-0.0145075372651,0.0559160197889,0.0528338601987,0.0377980371781,0.136526281575,0.133154844812,-0.00917691420783,-0.0234403916867,-0.0203206165001,-0.00963297340615,-0.010394340083,-0.0100283530658,-0.0130849995242,-0.0173153928172,-0.0167587927764,-0.0179611050946,-0.02247860774,-0.0261289739773,-0.00140353790391,-0.004254948494,-0.00412097047659,-0.0104555336646,-0.0252388868815,-0.02535764851,-0.0890128083932,0.0223987761492,-0.0514207420658,-0.053328150327,-0.00956734055466,-0.055008433174,0.0358205129712,-0.0294999362642,0.00324077113499,0.161354233083,0.299279676933,0.136097470914,0.274783681416,0.280021047761,0.372922019014,0.319995527757,0.00160757009589,0.498861107347,,1.0,0.277530125544,0.35994083487,,0.374659638693,-0.031870970371,-0.0541281808455,0.261938519093,,0.0186391807938,0.356220039482,,,,0.1988470304,-0.0456080245525,0.200375029167,0.345906887197,0.320099546346,-0.0258664845536,0.140316689498,0.445853764789,0.0335254565367,0.296751783579,0.250960056143,-0.296921470921,,0.292252525671,0.250287487791,0.379417464976,-0.0223075662333,0.776962206555,0.26552564855,,0.182330777236,,,0.170119066881,0.173993588885,,,0.947198424961,,0.295296481184,-0.0308017393649,0.339610642865,0.361296657759,0.316363692804,0.371739171537,,-0.00988005627785,0.329781625465,,0.133105442538,0.950188001895,0.199472825503,0.258773383213,0.372031343007,0.304919210794,0.264941010856,0.198285140205,0.198285140531,0.344419195966,0.204409449746,0.442141193172,0.251332888068,-0.215511677322,0.198285140191,0.196879379367,-0.231398143917,0.437643554093,0.267704132593,0.344641819207,,0.180428374143,-0.0888804835962,-0.0260051299784,0.250742792639
Z_1_3_BUTADIENE,0.154195656961,-0.276489100465,0.00498527667629,-0.122263691864,-0.173198601766,-0.145458623951,-0.170604126046,-0.16548203115,-0.0928850101811,-0.20491752288,0.158328085621,-0.299765276094,-0.0956251843004,-0.144469486172,-0.0477165019523,-0.130321426154,-0.175547983404,-0.0744979241431,-0.0678352561458,-0.218285518953,-0.0342531345975,0.0874613281315,-0.0630367370579,-0.0132835858855,-0.0967674238702,-0.236767069667,-0.0551604597139,-0.0478632136533,-0.0515276776825,-0.0279594197713,-0.0218582061303,-0.023468119874,-0.0264400830591,-0.0458479882039,-0.0454041449005,-0.0207554411634,-0.0229193793349,-0.0218755824019,-0.028949374891,-0.0317107602655,-0.0317555129181,-0.0282293368749,-0.0387500147022,-0.0433986027506,-0.037706298107,-0.0257006871099,-0.0268643208017,-0.0106607547713,-0.0483900614947,-0.0482044434869,-0.471937027266,0.154195656961,-0.112977972876,-0.152656467454,0.0326907485358,0.00919800445924,0.169628964262,-0.173416223915,0.128068233741,0.301081113629,0.684186206273,0.768176240446,0.846001909503,0.792121936804,0.842550124089,0.947136520467,0.0211979949524,-0.0107055437841,,0.277530125544,1.0,0.809067575426,,0.858535077393,-0.0704895260674,-0.086022498417,0.492180505828,,0.0464352055899,0.792540826732,,,,-0.0905972924553,-0.0895910488991,-0.0882584040725,0.941411634919,0.764061533827,-0.0425034708129,0.388127593374,0.475357178336,-0.0702806897984,0.847982233285,0.93140722091,-0.578257365477,,0.543894286354,0.838286118596,0.615789894405,-0.0670632780815,0.050957734202,0.734230663494,,0.342147513779,,,0.575331355027,-0.112627958655,,,0.160115159245,,0.500955558241,-0.0609620759891,0.853972184313,0.142630225528,0.710285726203,0.746642823737,,-0.0163990513691,0.950382143744,,-0.201129372136,0.166893231909,-0.0895604789135,0.533658447108,0.758190386638,0.948112948117,0.821018974974,-0.0909407762641,-0.0909407758638,0.875200248829,0.616321677101,0.519395213779,0.137576451615,-0.274307042502,-0.0909407778295,-0.0936927414449,-0.484521210504,0.711579160105,0.499958819572,0.81262718423,,0.413235717072,-0.157955214794,-0.0489821550275,0.506135126674
Z_1_3_DICHLOROPROPENE,0.107965502353,-0.364930466908,-0.0040596493824,-0.156058094718,-0.292237766215,-0.191932044516,-0.22630707894,-0.244999643521,-0.112364951035,-0.272764949929,0.137811720282,-0.380505744621,-0.125534328305,-0.242548168118,-0.0561862146868,-0.181613741293,-0.288403730629,-0.139187545736,-0.137448108741,-0.299601051952,-0.0827865004692,0.120430618766,-0.112516079676,-0.081796437366,-0.142971783051,-0.346345026213,-0.0590104529982,-0.0472873795617,-0.0513287209354,-0.0416664990621,-0.0273871331272,-0.0300553085243,-0.0293664053739,-0.0435535847447,-0.0459638661953,-0.0201446027544,-0.0223971412449,-0.0213098137202,-0.0291435488752,-0.030196003911,-0.0305751802885,-0.0253037462315,-0.0357329288451,-0.0395818533441,-0.0377836734488,-0.0221511300217,-0.0235107842865,-0.00825388206456,-0.0531293115169,-0.0527735401133,-0.416083558297,0.107965502353,-0.129951546705,-0.219924215049,-0.173080101727,-0.148288704678,0.237312717761,-0.189622083527,0.0900122718274,0.233086577085,0.805522112969,0.417378198784,0.83370361551,0.739630386816,0.915037406545,0.875960558568,-0.053500506237,0.035543668885,,0.35994083487,0.809067575426,1.0,,0.905814267831,-0.0590270355562,-0.0709114746838,0.593898600408,,0.0739079756448,0.983776693921,,,,-0.102669650573,-0.0829853019431,-0.100262513795,0.901102391592,0.984306756772,-0.0341849936963,0.329811344586,0.590336912556,-0.0896517224071,0.817616681621,0.748460979739,-0.547442718902,,0.613398035172,0.898206603031,0.644912495741,-0.0600732508118,0.0966461512693,0.803737134987,,0.404446809456,,,0.503106296877,-0.127522756219,,,0.247019725298,,0.604884732497,-0.0525466300321,0.747611260535,0.211019363678,0.720522594093,0.818918171948,,-0.0967436656908,0.890628700616,,-0.193127236535,0.254738242719,-0.102000898809,0.632301857727,0.964589202974,0.841688805032,0.840326958657,-0.103859287058,-0.103859287362,0.851349804029,0.63127206689,0.59436361979,0.179803531885,-0.242168055912,-0.103859290295,-0.106210654142,-0.417364625884,0.753414525835,0.594816047692,0.919932591861,,0.43742681082,-0.156097595906,-0.0363684110671,0.595967397
Z_1_3_PROPANE SULTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_1_4_DICHLOROBENZENE,0.110439557045,-0.321920964786,0.0117493565525,-0.140996266215,-0.234445872677,-0.161098266718,-0.209801880201,-0.198977734561,-0.108790131923,-0.241971056825,0.132188216518,-0.356877299031,-0.113902096931,-0.196676653472,-0.0613725526209,-0.163589535781,-0.237804352969,-0.100342430296,-0.109910395268,-0.252700497619,-0.0565065546053,0.120706574672,-0.0888144844307,-0.0210618890278,-0.118132405119,-0.293613185853,-0.058105806494,-0.0533891017652,-0.0571573853891,-0.0308221899364,-0.0217842496844,-0.0236789056748,-0.0257799465306,-0.0482649288698,-0.0464288990461,-0.0174973757869,-0.019502904225,-0.0185345734262,-0.0266048863079,-0.0273834344881,-0.0277648278717,-0.0306032582327,-0.0360603990368,-0.0429930715799,-0.0370986988861,-0.0260886566218,-0.0271904240186,-0.0177353491296,-0.0479342091969,-0.048066314224,-0.481112121455,0.110439557045,-0.116026174267,-0.183882644007,-0.0317148476541,-0.0823006824776,0.1703703853,-0.165566065465,0.0813271112528,0.313846573227,0.707196876081,0.518539226024,0.815808730202,0.8818604973,0.878429918909,0.884055460575,-0.00645905401576,0.0114531412953,,0.374659638693,0.858535077393,0.905814267831,,1.0,-0.104038609237,-0.0886624655788,0.5494241644,,0.0529857063238,0.889926601683,,,,-0.100681220395,-0.0817762617518,-0.0982560969205,0.898759794539,0.86526278146,-0.0471697050521,0.372254708305,0.548289963716,-0.0900769437001,0.826805476116,0.805203645897,-0.653641930145,,0.570898717833,0.837039834641,0.680622024438,-0.0620540520317,0.0994955624846,0.727402149731,,0.37770171716,,,0.548726846693,-0.125584986887,,,0.248934021853,,0.572821511459,-0.0549112248305,0.745793556779,0.169789343079,0.728497922521,0.807479853837,,-0.0537670963463,0.895845373921,,-0.213797855521,0.257115657301,-0.100100841138,0.571399875448,0.850584679973,0.861952279807,0.81723219373,-0.102080142386,-0.102080142339,0.812566560536,0.594303281108,0.608073807415,0.1576252622,-0.337593126641,-0.102080142408,-0.104935131946,-0.502888076781,0.793105573324,0.558204749853,0.905159476838,,0.445245943243,-0.17591324023,-0.0546148090905,0.557629744986
Z_1_4_DIOXANE,-0.00323712877327,0.0132442958216,0.0255363563726,-0.0129028435931,-0.00752114917081,-0.0285047218162,0.00113685112209,0.00503685123029,-0.00248704627158,-0.0211466426207,-0.00436194844589,0.0156099178421,0.0122446661052,-0.0175775396906,0.0119583013631,0.00906165289361,-0.0142585507458,-0.00681201964093,-0.0132629428035,-0.0268502414075,-0.0121415044535,-0.0145754968666,-0.0149729083026,-0.0260418581583,0.01045888183,-0.0116737223285,0.0930800903875,0.199270688698,0.201789711474,0.00582265556415,0.00120881575572,0.00171746882247,0.00190353640358,0.0958860857321,0.0593759921476,-0.00175798510324,-0.00194055009157,-0.00185249182124,0.00154023605085,0.0174148949566,0.0143752182201,0.0232078365504,0.00790671746894,0.0193511293748,-0.000876759801068,-0.000918760881002,-0.00092855492908,0.3321388503,0.0918688125253,0.105251873754,0.0471860845676,-0.00323712877327,-0.0102826548551,-0.0103842921439,-0.0604506505505,-0.0354018500652,0.0308642906406,-0.00521301394218,0.00342185233334,0.0330810187553,-0.0305603925749,-0.0423425647834,-0.0596159364899,-0.103626960776,-0.0751240544284,-0.0619635659126,-0.0122970373251,0.246847388875,,-0.031870970371,-0.0704895260674,-0.0590270355562,,-0.104038609237,1.0,-0.00662199529808,-0.0431212766348,,-0.00942339584308,-0.0617335769153,,,,-0.013838607922,-0.00885578498531,-0.0135525889572,-0.0774883728411,-0.0465267352578,-0.00371666588627,-0.0233219829732,-0.0410228694591,-0.0141896590245,-0.018285948137,-0.0505998247063,0.184608424515,,-0.0574074808173,-0.0501239961295,-0.101081634464,-0.00716367508575,-0.0122830526635,0.0140910289744,,-0.00382354682496,,,-0.0215979387042,-0.0170509059606,,,0.0286993768593,,-0.0530660018461,-0.00591387302857,-0.0485389869243,-0.0171016340147,-0.0834565883498,-0.100685222196,,-0.00224242652987,-0.0743157155656,,-0.0103606750173,-0.000919217100876,-0.0138228278787,0.102507813485,-0.0518305992967,-0.087672599511,0.195356564311,-0.0141135237018,-0.014113523698,-0.0544569958938,-0.0354721170624,-0.0575442732777,-0.0262125963629,0.0451958473892,-0.0141135240401,-0.0140852654445,0.00173394244045,0.123558298486,0.000999169996006,-0.073764419298,,-0.0145769091403,0.0256949749236,-0.00456765100497,-0.0441209046951
