Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_T025_001,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008
"361115056299999953300","08000US361115056299999953300","Census Tract 9533 (part), Remainder of New Paltz town, New Paltz town, Ulster County, New York","Census Tract 9533 (part), Remainder of New Paltz town, New Paltz town, Ulster County, New York","ny","080","00","ACSSF","0009798",,,,,"36","111","50562","99999","3699999","953300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2941,309,466,832,630,596,68,40,2941,309,2632,2166,1334,704,108,40
"361115056299999953400","08000US361115056299999953400","Census Tract 9534 (part), Remainder of New Paltz town, New Paltz town, Ulster County, New York","Census Tract 9534 (part), Remainder of New Paltz town, New Paltz town, Ulster County, New York","ny","080","00","ACSSF","0009799",,,,,"36","111","50562","99999","3699999","953400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,86,310,283,226,228,47,75,1255,86,1169,859,576,350,122,75
"361115056299999953500","08000US361115056299999953500","Census Tract 9535 (part), Remainder of New Paltz town, New Paltz town, Ulster County, New York","Census Tract 9535 (part), Remainder of New Paltz town, New Paltz town, Ulster County, New York","ny","080","00","ACSSF","0009800",,,,,"36","111","50562","99999","3699999","953500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,112,15,122,139,204,60,47,699,112,587,572,450,311,107,47
"361115474967081951000","08000US361115474967081951000","Census Tract 9510 (part), Shokan CDP, Olive town, Ulster County, New York","Census Tract 9510 (part), Shokan CDP, Olive town, Ulster County, New York","ny","080","00","ACSSF","0009801",,,,,"36","111","54749","67081","3667081","951000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,41,207,237,153,17,0,50,705,41,664,457,220,67,50,50
"361115474999999951000","08000US361115474999999951000","Census Tract 9510 (part), Remainder of Olive town, Olive town, Ulster County, New York","Census Tract 9510 (part), Remainder of Olive town, Olive town, Ulster County, New York","ny","080","00","ACSSF","0009802",,,,,"36","111","54749","99999","3699999","951000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818,196,745,898,413,403,106,57,2818,196,2622,1877,979,566,163,57
"361115855216452954000","08000US361115855216452954000","Census Tract 9540 (part), Clintondale CDP (part), Plattekill town, Ulster County, New York","Census Tract 9540 (part), Clintondale CDP (part), Plattekill town, Ulster County, New York","ny","080","00","ACSSF","0009803",,,,,"36","111","58552","16452","3616452","954000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,41,246,168,72,70,7,0,604,41,563,317,149,77,7,0
"361115855258541954000","08000US361115855258541954000","Census Tract 9540 (part), Plattekill CDP, Plattekill town, Ulster County, New York","Census Tract 9540 (part), Plattekill CDP, Plattekill town, Ulster County, New York","ny","080","00","ACSSF","0009804",,,,,"36","111","58552","58541","3658541","954000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,41,31,107,0,0,0,0,179,41,138,107,0,0,0,0
"361115855258541954100","08000US361115855258541954100","Census Tract 9541 (part), Plattekill CDP, Plattekill town, Ulster County, New York","Census Tract 9541 (part), Plattekill CDP, Plattekill town, Ulster County, New York","ny","080","00","ACSSF","0009805",,,,,"36","111","58552","58541","3658541","954100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,157,214,179,8,4,0,7,569,157,412,198,19,11,7,7
"361115855299999953700","08000US361115855299999953700","Census Tract 9537 (part), Remainder of Plattekill town, Plattekill town, Ulster County, New York","Census Tract 9537 (part), Remainder of Plattekill town, Plattekill town, Ulster County, New York","ny","080","00","ACSSF","0009806",,,,,"36","111","58552","99999","3699999","953700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361115855299999954000","08000US361115855299999954000","Census Tract 9540 (part), Remainder of Plattekill town, Plattekill town, Ulster County, New York","Census Tract 9540 (part), Remainder of Plattekill town, Plattekill town, Ulster County, New York","ny","080","00","ACSSF","0009807",,,,,"36","111","58552","99999","3699999","954000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2773,562,1070,722,306,113,0,0,2773,562,2211,1141,419,113,0,0
